id,uri,start,end
7136d470a4c340bb8a9e1b60d5e68fdf,http://dbpedia.org/resource/Charles_Drummond_Ellis,92,113
7136d470a4c340bb8a9e1b60d5e68fdf,http://dbpedia.org/ontology/Scientist,9,17
250dc8957716408cbea2c7c1918791f8,http://dbpedia.org/resource/REP_Parasol,26,36
250dc8957716408cbea2c7c1918791f8,http://dbpedia.org/ontology/designer,14,21
250dc8957716408cbea2c7c1918791f8,http://dbpedia.org/ontology/birthPlace,10,12
35fd0b13f9824451b518e8b26ba64bde,http://dbpedia.org/resource/Monroe_Carell_Jr._Children's_Hospital_at_Vanderbilt,56,85
35fd0b13f9824451b518e8b26ba64bde,http://dbpedia.org/property/affiliation,19,29
35fd0b13f9824451b518e8b26ba64bde,http://dbpedia.org/resource/Duncan_U._Fletcher,112,126
35fd0b13f9824451b518e8b26ba64bde,http://dbpedia.org/ontology/almaMater,94,103
243f95d2144c4b2fadb5a18aa339bd98,http://dbpedia.org/resource/Josef_Johansson,44,58
243f95d2144c4b2fadb5a18aa339bd98,http://dbpedia.org/property/birthPlace,8,10
243f95d2144c4b2fadb5a18aa339bd98,http://dbpedia.org/resource/Nader_Guirat,1000,999
243f95d2144c4b2fadb5a18aa339bd98,http://dbpedia.org/ontology/hometown,12,19
6ff03a568e2e4105b491ab1c1411c1ab,http://dbpedia.org/ontology/related,33,39
6ff03a568e2e4105b491ab1c1411c1ab,http://dbpedia.org/resource/The_Sarah_Jane_Adventures,48,62
6ff03a568e2e4105b491ab1c1411c1ab,http://dbpedia.org/ontology/related,33,39
6ff03a568e2e4105b491ab1c1411c1ab,http://dbpedia.org/resource/Doctor_Who_Confidential,80,91
1b604c16430a441ebbae9e095b36661e,http://dbpedia.org/ontology/company,4,7
1b604c16430a441ebbae9e095b36661e,http://dbpedia.org/resource/HBO,20,22
1b604c16430a441ebbae9e095b36661e,http://dbpedia.org/ontology/TelevisionShow,9,13
80d88d56a6634b49b41ded0bdc54ae5c,http://dbpedia.org/resource/Stanislav_Morozov,11,27
80d88d56a6634b49b41ded0bdc54ae5c,http://dbpedia.org/ontology/formerCoach,23,34
80d88d56a6634b49b41ded0bdc54ae5c,http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater),3,17
8b08c0d0fc3d45e1936149c78c6637df,http://dbpedia.org/resource/Abhijit_Kunte,29,41
8b08c0d0fc3d45e1936149c78c6637df,http://dbpedia.org/property/knownFor,26,27
8b08c0d0fc3d45e1936149c78c6637df,http://dbpedia.org/resource/Virtual_Kasparov,47,54
8b08c0d0fc3d45e1936149c78c6637df,http://dbpedia.org/ontology/genre,19,24
239fef57d6664f4280caf0dafa7e1eb8,http://dbpedia.org/resource/MSX_BASIC,1000,999
239fef57d6664f4280caf0dafa7e1eb8,http://dbpedia.org/property/license,50,56
239fef57d6664f4280caf0dafa7e1eb8,http://dbpedia.org/resource/Outlook_on_the_web,22,28
239fef57d6664f4280caf0dafa7e1eb8,http://dbpedia.org/property/owner,12,17
3f943b9b68fe43c7a7363ff39f9f3074,http://dbpedia.org/ontology/chairman,43,49
3f943b9b68fe43c7a7363ff39f9f3074,http://dbpedia.org/resource/Ronaldo,54,60
3f943b9b68fe43c7a7363ff39f9f3074,http://dbpedia.org/ontology/ground,22,28
62fc3395a7ce4c27ba5bfb82e020dab6,http://dbpedia.org/resource/Samur–Absheron_channel,1000,999
62fc3395a7ce4c27ba5bfb82e020dab6,http://dbpedia.org/ontology/sourceCountry,6,19
62fc3395a7ce4c27ba5bfb82e020dab6,http://dbpedia.org/resource/Anar_Salmanov,68,80
62fc3395a7ce4c27ba5bfb82e020dab6,http://dbpedia.org/property/placeOfBirth,53,63
380224a93b1e441994c4b9785881aa6c,http://dbpedia.org/resource/2nd_Foreign_Infantry_Regiment,38,62
380224a93b1e441994c4b9785881aa6c,http://dbpedia.org/ontology/battle,14,19
380224a93b1e441994c4b9785881aa6c,http://dbpedia.org/ontology/territory,46,53
380224a93b1e441994c4b9785881aa6c,http://dbpedia.org/ontology/MilitaryConflict,64,75
df8a83a06ca941c3b6f30667a64bc305,http://dbpedia.org/resource/SR_class_3Sub,24,36
df8a83a06ca941c3b6f30667a64bc305,http://dbpedia.org/ontology/operator,12,19
8f8139c45fc142a1af369ddcaed646f3,http://dbpedia.org/ontology/formerBandMember,14,26
8f8139c45fc142a1af369ddcaed646f3,http://dbpedia.org/resource/Kevin_Jonas,32,42
8f8139c45fc142a1af369ddcaed646f3,http://dbpedia.org/property/pastMembers,21,26
8f8139c45fc142a1af369ddcaed646f3,http://dbpedia.org/resource/Joe_Jonas,38,46
8f8139c45fc142a1af369ddcaed646f3,http://dbpedia.org/ontology/Band,7,9
502ef78b55df4f73beb3f5df73483a51,http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother),23,29
502ef78b55df4f73beb3f5df73483a51,http://dbpedia.org/property/guests,14,18
502ef78b55df4f73beb3f5df73483a51,http://dbpedia.org/resource/Tim_Gunn,9,12
a649a19bfcbc4f2e962d2199f8e9598d,http://dbpedia.org/resource/O.co_Coliseum,20,32
a649a19bfcbc4f2e962d2199f8e9598d,http://dbpedia.org/ontology/tenant,9,15
30e697b1548c4671bb748f26a165543c,http://dbpedia.org/resource/Rishikesh,1000,999
30e697b1548c4671bb748f26a165543c,http://dbpedia.org/ontology/leaderName,6,15
7c56af394fc64b84a9f5e244bb068831,http://dbpedia.org/resource/Airtours_International_Airways,44,51
7c56af394fc64b84a9f5e244bb068831,http://dbpedia.org/ontology/destination,28,39
7c56af394fc64b84a9f5e244bb068831,http://dbpedia.org/resource/North_America,3,15
d3695db03a5e45ae8906a2527508e7c5,http://dbpedia.org/property/prizes,20,23
d3695db03a5e45ae8906a2527508e7c5,http://dbpedia.org/resource/National_Medal_of_Science,33,54
d3695db03a5e45ae8906a2527508e7c5,http://dbpedia.org/property/doctoralAdvisor,33,40
e1b83f5a76aa411aa260424b3255ce89,http://dbpedia.org/resource/2000–01_Aston_Villa_F.C._season,29,46
e1b83f5a76aa411aa260424b3255ce89,http://dbpedia.org/property/name,18,24
e1b83f5a76aa411aa260424b3255ce89,http://dbpedia.org/resource/2009–10_Middlesbrough_F.C._season,49,68
e1b83f5a76aa411aa260424b3255ce89,http://dbpedia.org/ontology/manager,18,24
8b3daf3912ea4686a1b8ee5d2d9918df,http://dbpedia.org/resource/William_Harper_(Rhodesian_politician),42,48
8b3daf3912ea4686a1b8ee5d2d9918df,http://dbpedia.org/ontology/militaryBranch,23,37
8b3daf3912ea4686a1b8ee5d2d9918df,http://dbpedia.org/property/mascot,9,14
ce216d620d154f13814dd2f6b967c292,http://dbpedia.org/ontology/builder,21,24
ce216d620d154f13814dd2f6b967c292,http://dbpedia.org/resource/PCL_Construction,1000,999
ce216d620d154f13814dd2f6b967c292,http://dbpedia.org/ontology/tenant,9,14
f97937b4cc484a1f82a31b1d65d0041c,http://dbpedia.org/resource/Jonas_Brothers,10,23
f97937b4cc484a1f82a31b1d65d0041c,http://dbpedia.org/ontology/formerBandMember,32,39
f97937b4cc484a1f82a31b1d65d0041c,http://dbpedia.org/resource/Kevin_Jonas,4,14
d8d0571b353e4b028d618c08d2643923,http://dbpedia.org/ontology/subsequentWork,13,16
d8d0571b353e4b028d618c08d2643923,http://dbpedia.org/resource/Cosmos_(Carl_Sagan_book),1000,999
d8d0571b353e4b028d618c08d2643923,http://dbpedia.org/property/subject,47,51
d8d0571b353e4b028d618c08d2643923,http://dbpedia.org/ontology/Book,13,16
3d5d25adde2b46dda7d5bc780106d764,http://dbpedia.org/ontology/location,14,24
3d5d25adde2b46dda7d5bc780106d764,"http://dbpedia.org/resource/Rosemont,_Illinois",38,55
3d5d25adde2b46dda7d5bc780106d764,http://dbpedia.org/property/genre,26,28
3d5d25adde2b46dda7d5bc780106d764,http://dbpedia.org/ontology/Convention,14,24
42d9e558edd840a0a310036f7f9bb9b2,http://dbpedia.org/resource/Greenup_County_High_School,21,46
42d9e558edd840a0a310036f7f9bb9b2,http://dbpedia.org/property/type,13,16
082ecdc0056f4f3192e3b13e46d0ee0c,http://dbpedia.org/resource/Bobby_Hoppe,25,35
082ecdc0056f4f3192e3b13e46d0ee0c,http://dbpedia.org/property/pastteams,9,13
d93543518a8d4a69b6f540f4be499a28,http://dbpedia.org/resource/The_Second_Coming_(TV_serial),48,60
d93543518a8d4a69b6f540f4be499a28,http://dbpedia.org/property/writer,34,39
d93543518a8d4a69b6f540f4be499a28,http://dbpedia.org/property/notableworks,21,25
e7c8927b5bec41c6a09ea2319c24e65f,http://dbpedia.org/ontology/author,0,2
e7c8927b5bec41c6a09ea2319c24e65f,http://dbpedia.org/resource/Miguel_de_Cervantes,35,50
e7c8927b5bec41c6a09ea2319c24e65f,http://dbpedia.org/ontology/Book,9,13
be29caba2b2b43a385df47982c5421d3,http://dbpedia.org/property/genre,13,17
be29caba2b2b43a385df47982c5421d3,http://dbpedia.org/resource/Progressive_rock,22,37
be29caba2b2b43a385df47982c5421d3,http://dbpedia.org/ontology/recordLabel,6,11
be29caba2b2b43a385df47982c5421d3,http://dbpedia.org/ontology/MusicalArtist,13,17
9a7523469c8c45b58ec65ed56af6e306,http://dbpedia.org/ontology/city,27,30
9a7523469c8c45b58ec65ed56af6e306,"http://dbpedia.org/resource/Reading,_Berkshire",35,52
efe2cdcf9bb3460e9f13067772d9e62f,http://dbpedia.org/property/spouse,20,21
efe2cdcf9bb3460e9f13067772d9e62f,http://dbpedia.org/resource/Crystal_Harris,38,51
efe2cdcf9bb3460e9f13067772d9e62f,http://dbpedia.org/property/editor,17,22
efe2cdcf9bb3460e9f13067772d9e62f,http://dbpedia.org/ontology/Magazine,6,15
d4f1cee8ab32498faaf9d3d2190380c1,http://dbpedia.org/resource/West_Thurrock,9,21
d4f1cee8ab32498faaf9d3d2190380c1,http://dbpedia.org/ontology/ceremonialCounty,40,45
d4f1cee8ab32498faaf9d3d2190380c1,http://dbpedia.org/resource/Essex,34,38
70448495be244ebea4746e370eb19f5c,http://dbpedia.org/ontology/headquarter,42,54
70448495be244ebea4746e370eb19f5c,http://dbpedia.org/resource/Niederkirchnerstraße,1000,999
70448495be244ebea4746e370eb19f5c,http://dbpedia.org/ontology/leader,21,26
93ca4dc34b5e4bf7ba90d0ae55f7d50c,http://dbpedia.org/ontology/executiveProducer,58,75
93ca4dc34b5e4bf7ba90d0ae55f7d50c,http://dbpedia.org/resource/Steven_Moffat,31,43
93ca4dc34b5e4bf7ba90d0ae55f7d50c,http://dbpedia.org/ontology/TelevisionShow,9,18
d8150b46a8714ed9b7ede5b606aa2638,http://dbpedia.org/resource/Ford_Falcon_Cobra,78,94
d8150b46a8714ed9b7ede5b606aa2638,http://dbpedia.org/ontology/parentCompany,56,69
d8150b46a8714ed9b7ede5b606aa2638,http://dbpedia.org/resource/Dagenham_wind_turbines,21,42
d8150b46a8714ed9b7ede5b606aa2638,http://dbpedia.org/property/owner,30,33
09b0e80486e44ea2b1cbca4f69c89923,http://dbpedia.org/property/hubs,28,30
09b0e80486e44ea2b1cbca4f69c89923,http://dbpedia.org/resource/San_Francisco_International_Airport,35,69
09b0e80486e44ea2b1cbca4f69c89923,http://dbpedia.org/ontology/Airline,13,20
8c9f73ffe06247fa8fefae66915c41bb,http://dbpedia.org/property/governingBody,12,15
8c9f73ffe06247fa8fefae66915c41bb,http://dbpedia.org/resource/Maritime_Museum_of_San_Diego,35,55
8c9f73ffe06247fa8fefae66915c41bb,http://dbpedia.org/property/location,6,8
d4b1587fce7046aabe7c9717457c7894,"http://dbpedia.org/resource/Trinity_School,_Brentwood",35,59
d4b1587fce7046aabe7c9717457c7894,http://dbpedia.org/ontology/localAuthority,12,26
d4b1587fce7046aabe7c9717457c7894,http://dbpedia.org/resource/Sarah_Walker_(badminton),87,110
d4b1587fce7046aabe7c9717457c7894,http://dbpedia.org/property/placeOfBirth,65,75
fb1bfcc7943943b892d6d22690b2ef48,http://dbpedia.org/resource/21Vianet,23,30
fb1bfcc7943943b892d6d22690b2ef48,http://dbpedia.org/property/services,9,16
3f7a7a7d95104fcb8c6ebe00786a990b,http://dbpedia.org/property/discoverer,17,26
3f7a7a7d95104fcb8c6ebe00786a990b,http://dbpedia.org/resource/Johann_Gottfried_Galle,1000,999
3f7a7a7d95104fcb8c6ebe00786a990b,http://dbpedia.org/ontology/discoverer,17,26
3f7a7a7d95104fcb8c6ebe00786a990b,http://dbpedia.org/resource/Urbain_Le_Verrier,52,65
3f7a7a7d95104fcb8c6ebe00786a990b,http://dbpedia.org/ontology/Planet,6,11
ee04ea91a583412db4d05a9929dcc4dc,http://dbpedia.org/property/successor,41,49
ee04ea91a583412db4d05a9929dcc4dc,http://dbpedia.org/resource/Elmer_Burkett,54,66
ee04ea91a583412db4d05a9929dcc4dc,http://dbpedia.org/property/deathPlace,10,12
ee04ea91a583412db4d05a9929dcc4dc,http://dbpedia.org/ontology/OfficeHolder,14,26
5c171d57abb14180b3f6dc48e55c4bbf,http://dbpedia.org/resource/Steve_Ontiveros_(infielder),81,95
5c171d57abb14180b3f6dc48e55c4bbf,http://dbpedia.org/property/debutteam,9,18
5c171d57abb14180b3f6dc48e55c4bbf,http://dbpedia.org/resource/Hensley_Meulens,24,38
5c171d57abb14180b3f6dc48e55c4bbf,http://dbpedia.org/ontology/team,9,12
f3110585cbc94fc69f9f61aeb1c3555f,http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married,20,48
f3110585cbc94fc69f9f61aeb1c3555f,http://dbpedia.org/property/starring,45,51
54e823bdc8d44ed7a0a40c77e29c361d,http://dbpedia.org/ontology/largestCity,64,70
54e823bdc8d44ed7a0a40c77e29c361d,http://dbpedia.org/resource/Faaa,83,86
54e823bdc8d44ed7a0a40c77e29c361d,http://dbpedia.org/property/archipelago,21,31
54e823bdc8d44ed7a0a40c77e29c361d,http://dbpedia.org/resource/Society_Islands,36,50
54e823bdc8d44ed7a0a40c77e29c361d,http://dbpedia.org/ontology/Island,9,14
3f53ed3c088c4ede9a3582e26303ee83,http://dbpedia.org/resource/1997_Canadian_Grand_Prix,41,64
3f53ed3c088c4ede9a3582e26303ee83,http://dbpedia.org/property/poleDriver,19,22
3f53ed3c088c4ede9a3582e26303ee83,http://dbpedia.org/resource/1994_Spanish_Grand_Prix,55,67
3f53ed3c088c4ede9a3582e26303ee83,http://dbpedia.org/property/poleDriver,19,22
32ab0f92ca6444c5a2877e23fc76303c,http://dbpedia.org/resource/Richard_Winn,38,49
32ab0f92ca6444c5a2877e23fc76303c,http://dbpedia.org/ontology/governor,18,25
32ab0f92ca6444c5a2877e23fc76303c,http://dbpedia.org/property/appointer,4,12
83248eda73fd4609ac3a9359b62a9a2c,http://dbpedia.org/resource/Arthur_D._Levinson,57,71
83248eda73fd4609ac3a9359b62a9a2c,http://dbpedia.org/ontology/occupation,5,11
83248eda73fd4609ac3a9359b62a9a2c,http://dbpedia.org/resource/Sherlock_(software),44,51
83248eda73fd4609ac3a9359b62a9a2c,http://dbpedia.org/ontology/developer,29,39
94d9288c52b54642bdac4aba4fedcc04,http://dbpedia.org/resource/MasterCard_Centre,21,26
94d9288c52b54642bdac4aba4fedcc04,http://dbpedia.org/property/tenants,6,12
94d9288c52b54642bdac4aba4fedcc04,http://dbpedia.org/resource/Sam_Carrick,1000,999
94d9288c52b54642bdac4aba4fedcc04,http://dbpedia.org/property/draftTeam,51,60
5e4463b5e91147819fab19c1eb738a8b,http://dbpedia.org/property/company,30,38
5e4463b5e91147819fab19c1eb738a8b,http://dbpedia.org/resource/FremantleMedia,30,44
5e4463b5e91147819fab19c1eb738a8b,http://dbpedia.org/ontology/producer,4,11
5e4463b5e91147819fab19c1eb738a8b,http://dbpedia.org/ontology/TelevisionShow,20,24
2a11aeb11ce248cfaf63be2b6701fe9a,http://dbpedia.org/resource/South_Loop_Printing_House_District,48,64
2a11aeb11ce248cfaf63be2b6701fe9a,http://dbpedia.org/ontology/architecturalStyle,21,32
d101acb6da7a464cbdec88d18d5b855e,http://dbpedia.org/property/services,19,25
d101acb6da7a464cbdec88d18d5b855e,http://dbpedia.org/resource/Outlook.com,31,37
d101acb6da7a464cbdec88d18d5b855e,http://dbpedia.org/property/products,48,55
d101acb6da7a464cbdec88d18d5b855e,http://dbpedia.org/resource/Microsoft_Visual_Studio,66,78
a2f446250f114e05ad19763cc9c8a1a6,http://dbpedia.org/resource/Ombla,3,7
a2f446250f114e05ad19763cc9c8a1a6,http://dbpedia.org/ontology/sourceMountain,22,28
a2f446250f114e05ad19763cc9c8a1a6,http://dbpedia.org/resource/Croatia,22,28
873c3fe1ec484dcfbb114320042f298d,http://dbpedia.org/resource/Newin_Chidchob,27,40
873c3fe1ec484dcfbb114320042f298d,http://dbpedia.org/property/nationality,12,22
d509a97d616741b69ea3d084e0a7b737,http://dbpedia.org/resource/Dave_Bing,18,26
d509a97d616741b69ea3d084e0a7b737,http://dbpedia.org/property/draftTeam,9,12
d509a97d616741b69ea3d084e0a7b737,http://dbpedia.org/resource/Ron_Reed,32,39
d509a97d616741b69ea3d084e0a7b737,http://dbpedia.org/property/draftTeam,9,12
418b062f88884aff8095211e8c44cbed,http://dbpedia.org/resource/Ganymede_(moon),4,11
418b062f88884aff8095211e8c44cbed,http://dbpedia.org/property/discoverer,13,22
418b062f88884aff8095211e8c44cbed,http://dbpedia.org/resource/Galileo_Galilei,27,41
cbddb4a494514d32ae94fd66fdde0269,http://dbpedia.org/property/notableInstruments,0,3
cbddb4a494514d32ae94fd66fdde0269,http://dbpedia.org/resource/Guitar,43,48
cbddb4a494514d32ae94fd66fdde0269,http://dbpedia.org/ontology/associatedMusicalArtist,20,29
339f9ccfb682456ab0f1e7f580a2d27e,http://dbpedia.org/resource/Elizabeth:_The_Golden_Age_(soundtrack),9,29
339f9ccfb682456ab0f1e7f580a2d27e,http://dbpedia.org/property/producer,31,38
339f9ccfb682456ab0f1e7f580a2d27e,http://dbpedia.org/property/awards,13,18
1be4e465a7ac4a6c893e6b1fc1aef01a,http://dbpedia.org/property/services,25,31
1be4e465a7ac4a6c893e6b1fc1aef01a,http://dbpedia.org/resource/OneDrive,33,40
1be4e465a7ac4a6c893e6b1fc1aef01a,http://dbpedia.org/ontology/Company,10,16
a969284fc29d4b659e9088088a2c49f2,http://dbpedia.org/ontology/foundationPlace,41,56
a969284fc29d4b659e9088088a2c49f2,"http://dbpedia.org/resource/Washington,_D.C.",61,76
a969284fc29d4b659e9088088a2c49f2,http://dbpedia.org/property/affiliations,26,39
a969284fc29d4b659e9088088a2c49f2,http://dbpedia.org/ontology/University,9,18
7aff0ab2a7b741839c3df90771be6add,http://dbpedia.org/ontology/president,5,14
7aff0ab2a7b741839c3df90771be6add,http://dbpedia.org/resource/Queen_Noor_of_Jordan,42,58
7aff0ab2a7b741839c3df90771be6add,http://dbpedia.org/property/president,5,14
7aff0ab2a7b741839c3df90771be6add,http://dbpedia.org/ontology/School,23,29
312435fad0194831a80fe3346c9a683b,http://dbpedia.org/resource/Robert_Witherspoon,39,56
312435fad0194831a80fe3346c9a683b,http://dbpedia.org/ontology/governor,18,25
312435fad0194831a80fe3346c9a683b,http://dbpedia.org/property/appointer,4,12
f76953f003c2433d837966593c777c75,http://dbpedia.org/resource/He's_a_Liar,62,70
f76953f003c2433d837966593c777c75,http://dbpedia.org/ontology/previousWork,45,57
f76953f003c2433d837966593c777c75,http://dbpedia.org/ontology/producer,11,18
f76953f003c2433d837966593c777c75,http://dbpedia.org/ontology/Song,27,30
6ac000fc0bb7458f8556f603ed42e4b3,http://dbpedia.org/ontology/anthem,44,49
6ac000fc0bb7458f8556f603ed42e4b3,"http://dbpedia.org/resource/Oj,_svijetla_majska_zoro",58,72
6ac000fc0bb7458f8556f603ed42e4b3,http://dbpedia.org/property/currency,14,21
48584c830439478e9272821ca6fac246,http://dbpedia.org/resource/Allen_Walker,23,34
48584c830439478e9272821ca6fac246,http://dbpedia.org/ontology/voice,13,17
78435963a0b241ecbd9b7ab9e4916acc,http://dbpedia.org/ontology/associate,7,16
78435963a0b241ecbd9b7ab9e4916acc,http://dbpedia.org/resource/Publius_Servilius_Vatia_Isauricus_(consul_48_BC),21,53
78435963a0b241ecbd9b7ab9e4916acc,http://dbpedia.org/ontology/associate,7,16
78435963a0b241ecbd9b7ab9e4916acc,http://dbpedia.org/resource/Marcus_Calpurnius_Bibulus,60,84
81218ea48e2f44a1bef8c118ae5b965a,http://dbpedia.org/resource/Saima_Chowdhury,44,58
81218ea48e2f44a1bef8c118ae5b965a,http://dbpedia.org/ontology/citizenship,24,34
81218ea48e2f44a1bef8c118ae5b965a,http://dbpedia.org/resource/Edmund_John,64,74
81218ea48e2f44a1bef8c118ae5b965a,http://dbpedia.org/ontology/citizenship,24,34
5df6285e711048a5aa9d59ee7bbc7886,http://dbpedia.org/resource/Cathedral_Peak_(California),42,55
5df6285e711048a5aa9d59ee7bbc7886,http://dbpedia.org/ontology/firstAscentPerson,29,36
5df6285e711048a5aa9d59ee7bbc7886,http://dbpedia.org/resource/Mount_Hoffmann,61,74
5df6285e711048a5aa9d59ee7bbc7886,http://dbpedia.org/ontology/firstAscentPerson,29,36
ae5afe36b84a4b65b6e52062c8c1d079,http://dbpedia.org/ontology/campus,16,23
ae5afe36b84a4b65b6e52062c8c1d079,http://dbpedia.org/resource/Indiana,41,47
ae5afe36b84a4b65b6e52062c8c1d079,http://dbpedia.org/ontology/University,5,14
ef9db1b8f7de4e319db223cee9531bb4,http://dbpedia.org/resource/Swedish_Covenant_Hospital,13,37
ef9db1b8f7de4e319db223cee9531bb4,http://dbpedia.org/ontology/location,21,28
a6ff1c4c6e0f4b519d1f50c706af5469,http://dbpedia.org/resource/Girl_from_the_North_Country,18,40
a6ff1c4c6e0f4b519d1f50c706af5469,http://dbpedia.org/ontology/composer,6,13
a6ff1c4c6e0f4b519d1f50c706af5469,http://dbpedia.org/resource/Moondog_Matinee,76,90
a6ff1c4c6e0f4b519d1f50c706af5469,http://dbpedia.org/ontology/subsequentWork,53,67
b38170945c5d442e80799fe9d203be22,http://dbpedia.org/property/voices,34,39
b38170945c5d442e80799fe9d203be22,http://dbpedia.org/resource/April_Stewart,59,71
b38170945c5d442e80799fe9d203be22,http://dbpedia.org/property/voices,34,39
b38170945c5d442e80799fe9d203be22,http://dbpedia.org/resource/Mona_Marshall,77,89
b38170945c5d442e80799fe9d203be22,http://dbpedia.org/ontology/TelevisionShow,12,26
401fed151be7413abf38efaa54396fce,http://dbpedia.org/ontology/board,21,26
401fed151be7413abf38efaa54396fce,http://dbpedia.org/resource/Freedom_of_the_City,31,42
401fed151be7413abf38efaa54396fce,http://dbpedia.org/ontology/board,21,26
401fed151be7413abf38efaa54396fce,http://dbpedia.org/resource/Trinity_House,55,67
55fad74c2c62469581f58e7bbe60da52,http://dbpedia.org/resource/Reza_Amrollahi,4,17
55fad74c2c62469581f58e7bbe60da52,http://dbpedia.org/property/birthplace,27,30
55fad74c2c62469581f58e7bbe60da52,http://dbpedia.org/resource/Iran,27,30
34d6402839924ecbbffe213ce8966124,http://dbpedia.org/resource/Zaman_Shah_Durrani,15,32
34d6402839924ecbbffe213ce8966124,http://dbpedia.org/property/title,6,10
34d6402839924ecbbffe213ce8966124,http://dbpedia.org/resource/Salahuddin_Rabbani,61,70
34d6402839924ecbbffe213ce8966124,http://dbpedia.org/ontology/nationality,46,56
94a86fc843af4093900744147451118e,http://dbpedia.org/resource/Roh_Tae-woo,17,27
94a86fc843af4093900744147451118e,http://dbpedia.org/ontology/battle,21,23
94a86fc843af4093900744147451118e,http://dbpedia.org/resource/Lee_Leffingwell,33,47
94a86fc843af4093900744147451118e,http://dbpedia.org/ontology/battle,21,23
fa13e164104b419f82179aeed15b6117,http://dbpedia.org/property/starring,66,69
fa13e164104b419f82179aeed15b6117,http://dbpedia.org/resource/Rosemarie_DeWitt,42,57
fa13e164104b419f82179aeed15b6117,http://dbpedia.org/property/producer,10,17
fa13e164104b419f82179aeed15b6117,http://dbpedia.org/ontology/Film,19,20
8bdd1143f4044694980167f57d2f1ebd,http://dbpedia.org/ontology/order,50,54
8bdd1143f4044694980167f57d2f1ebd,http://dbpedia.org/resource/Sapindales,56,65
8bdd1143f4044694980167f57d2f1ebd,http://dbpedia.org/ontology/ingredient,56,65
938bb65e3ede442c84c63fc27fb7b4ea,http://dbpedia.org/ontology/associatedBand,48,57
